Case Number,Pre Buyout Disclosure Declaration Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Address,ZIP Code,Supervisor District,Analysis Neighborhood,point,geocoding_confidence,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary,Invest In Neighborhoods (IIN) Areas,Civic Center Harm Reduction Project Boundary,Neighborhoods
B181218,04/17/2018,,,,,,3919 Cesar Chavez Street,94131,8,Noe Valley,POINT (-122.42750437104539 37.74761939668021),100,84,3,5,22,22,4,5,2,63,1,,,,84
B161863,,05/31/2016,25000.00,,,1,580 McAllister Street,94102,5,Western Addition,POINT (-122.4215828372699 37.77999096110165),100,21,4,11,39,41,9,11,7,28852,2,,,1,21
B161303,04/07/2016,,,,,,312 Fillmore Street,94117,5,Hayes Valley,POINT (-122.43040719722042 37.772257312610186),100,26,4,11,9,10,9,11,7,29492,1,,,,26
B182175,07/19/2018,,,,,,1985 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.4494491450569 37.7753738365182),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B191529,07/01/2019,,,,,,2127 42nd Avenue,94116,4,Sunset/Parkside,POINT (-122.50077253861262 37.74703801254793),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B163720,11/29/2016,,,,,,278 Francisco Street,94133,3,North Beach,POINT (-122.40973860945087 37.80521022503675),100,99,6,3,23,23,1,10,3,308,2,,,,99
B180668,03/08/2018,05/31/2018,30000.00,,true,2,362 Connecticut Street,94107,10,Potrero Hill,POINT (-122.39750020718178 37.761722984604575),100,54,2,9,26,29,3,8,10,28856,1,,,,54
B170934,04/06/2017,,,,,,2711 18th Street,94110,10,Mission,POINT (-122.40928579851338 37.76176020074558),100,53,3,9,20,19,4,8,2,28859,2,,,,53
B161872,06/02/2016,07/18/2016,13500.00,,,1,1288 Green Street,94109,3,Russian Hill,POINT (-122.42032167077241 37.79814201251674),100,107,6,3,32,32,1,10,5,28858,1,,,,107
B153313,11/30/2015,,,,,,2822 Folsom Street,94110,9,Mission,POINT (-122.4141295791537 37.752120191407386),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B172366,09/13/2017,,,,,,1330 Union Street,94109,2,Russian Hill,POINT (-122.42123667754045 37.79896367700326),100,107,4,6,32,32,9,1,13,28858,1,,,,107
B172725,10/27/2017,,,,,,1223 44th Avenue,94122,4,Sunset/Parkside,POINT (-122.50409917615679 37.76380959445206),100,39,10,7,35,35,8,3,1,56,1,,,,39
B172373,09/18/2017,,,,,,18 Loyola Terrace,94117,1,Lone Mountain/USF,POINT (-122.44882357262591 37.77565414446651),100,12,7,4,18,16,6,2,15,29492,1,,,,12
B172735,10/31/2017,,,,,,242 Liberty Street,94114,8,Castro/Upper Market,POINT (-122.42669488969139 37.75742989956993),100,52,3,5,5,3,4,5,2,28862,1,,,,52
B173041,12/08/2017,03/02/2018,30000.00,,true,6,120 Day Street,94131,8,Noe Valley,POINT (-122.42483465635493 37.74306398746071),100,84,9,5,22,22,7,5,2,63,1,,,,84
B152314,08/27/2015,,,,,,620 29th Street,94131,8,Noe Valley,POINT (-122.43388704112743 37.74332264674097),100,84,9,5,22,22,7,5,2,63,1,,,,84
B170168,01/25/2017,05/22/2017,87936.00,,,1,249 Eureka Street,94114,8,Castro/Upper Market,POINT (-122.43798143520772 37.75831615453037),100,115,3,5,5,3,4,5,2,28862,1,,,,115
B163554,11/07/2016,,,,,,1115 POLK Street,94109,3,Nob Hill,POINT (-122.4200553119166 37.787050006600545),100,50,4,3,21,21,9,10,13,28858,2,,,,50
B161581,05/06/2016,,,,,,394 5th Avenue,94118,1,Inner Richmond,POINT (-122.4631643718668 37.78120947664821),100,5,8,4,11,11,6,2,11,54,1,,,,5
B172144,08/21/2017,,,,,,625 san Jose Avenue,94110,8,Bernal Heights,POINT (-122.42181840152715 37.745943970620985),100,83,9,5,2,2,7,5,2,28859,1,,,,83
B161121,03/24/2016,03/24/2016,175000.00,,,2,1126 Pacific Avenue,94133,3,Nob Hill,POINT (-122.41383002282852 37.7960874212475),100,107,6,3,21,21,1,10,5,308,1,,,,107
B190165,01/28/2019,,,,,,2407 15th Street,94114,8,Castro/Upper Market,POINT (-122.43723080659701 37.76585061629528),100,113,7,5,5,3,5,5,15,28862,1,,,,113
B170828,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B191214,05/30/2019,,,,,,2737 Polk Street,94109,2,Russian Hill,POINT (-122.42305319909977 37.80190407109107),100,107,4,6,32,32,9,1,5,28858,1,,,,107
B181765,06/08/2018,,,,,,1269 Dolores Street,94110,8,Mission,POINT (-122.42475508037656 37.749146690736005),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B190973,05/02/2019,,,,,,24 John Street,94133,3,Chinatown,POINT (-122.41041519084972 37.796066236150864),100,16,6,3,6,4,1,10,3,308,2,,,,16
B170739,03/22/2017,,,,,,2942 franklin Street,94123,2,Marina,POINT (-122.42621031496532 37.801531744531076),100,17,4,6,13,17,9,1,13,57,1,,,,17
B181763,06/08/2018,08/09/2018,54358.75,,,2,2005 Fulton Street,94117,5,Lone Mountain/USF,POINT (-122.44982263931519 37.775325994459074),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B172790,10/31/2017,,,,,,1954 Leavenworth Street,94133,3,Russian Hill,POINT (-122.41728993250376 37.7991170403272),100,107,6,3,32,32,1,10,5,308,1,,,,107
B150807,04/10/2015,07/20/2015,74101.79,,,1,566 Chenery Street,94131,8,Glen Park,POINT (-122.43166027011245 37.73474539808103),100,96,9,5,10,7,7,5,2,63,1,,,,96
B172670,10/18/2017,,,,,,396 Hale Street,94134,9,Portola,POINT (-122.41278022542845 37.73088656727361),100,91,2,2,25,28,3,7,9,309,2,,,,91
B191310,,06/11/2019,37500.00,,true,5,738 Hayes Street,94102,5,Hayes Valley,POINT (-122.42858501907259 37.7762302448355),100,22,4,11,9,10,9,11,7,28852,1,,,,22
B171407,06/01/2017,09/19/2017,27000.00,,,1,2504 sacramento Street,94115,2,Pacific Heights,POINT (-122.43416372265743 37.78988196058418),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B172290,09/06/2017,,,,,,4129 Anza Street,94121,1,Outer Richmond,POINT (-122.49242449989761 37.77775825651234),100,8,8,4,29,26,6,2,11,55,1,,,,8
B173116,12/18/2017,,,,,,1533 Mason Street,94133,3,Nob Hill,POINT (-122.41203970990077 37.79747655669442),100,107,6,3,21,21,1,10,3,308,1,,,,107
B192460,09/27/2019,,,,,,495 32nd Avenue,94121,1,Outer Richmond,POINT (-122.49232436539924 37.779880595314786),100,8,8,4,29,26,6,2,11,55,2,,,,8
B180432,02/08/2018,,,,,,739 Clayton Street,94117,5,Haight Ashbury,POINT (-122.44832268009066 37.76812790596658),100,29,7,11,3,9,5,11,15,29492,1,,,,29
B152270,08/21/2015,,,,,,2641 Mission Street,94110,9,Mission,POINT (-122.41862825461988 37.75478403253012),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B162284,07/07/2016,04/18/2017,60001.00,,,1,1815 15th Street,94103,8,Mission,POINT (-122.4245526068701 37.766338624938854),100,37,3,5,20,19,4,5,8,28853,2,,,,37
B180347,02/01/2018,,,,,,1520 Masonic Avenue,94117,8,Haight Ashbury,POINT (-122.44421539291366 37.766080891996424),100,112,7,5,3,9,5,5,15,29492,1,,,,112
B150692,03/31/2015,07/06/2015,310000.00,,,3,1084 South Van Ness Avenue,94110,9,Mission,POINT (-122.41667396492362 37.75583164863211),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B170241,02/06/2017,,,,,,817 Greenwich Street,94133,3,Russian Hill,POINT (-122.41313359235573 37.801808879170004),100,107,6,3,32,32,1,10,3,308,1,,,,107
B170173,01/26/2017,,,,,,1366 Sacramento Street,94109,3,Nob Hill,POINT (-122.4153981549865 37.792263875306034),100,16,6,3,21,21,1,10,5,28858,1,,,,16
B183386,12/14/2018,01/30/2019,45000.00,,true,2,2201 California Street,94115,2,Pacific Heights,POINT (-122.43060263948857 37.78926892927111),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B193283,12/13/2019,,,,,,2235 Ocean Avenue,94127,7,West of Twin Peaks,POINT (-122.46777977816757 37.728177172315945),100,67,10,8,41,40,8,4,9,59,1,,,,67
B161823,05/25/2016,,,,,,2625 San Jose Avenue,94112,11,Oceanview/Merced/Ingleside,POINT (-122.450310126593 37.71617149516676),100,81,10,1,24,24,8,6,9,28861,2,,,,81
B162468,07/25/2016,,,,,,1271 Florida Street,94110,9,Mission,POINT (-122.40990401651636 37.75163005506915),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B151980,07/29/2015,,,,,,95 MONETA Way,94112,11,Outer Mission,POINT (-122.45004051626137 37.71276216733621),100,66,9,1,28,25,7,6,9,28861,2,,,,66
B151505,06/16/2015,,,,,,50 Golden Gate Avenue,94102,6,Tenderloin,POINT (-122.41128182782322 37.78225503240644),100,20,5,10,36,36,10,9,14,28852,2,1,,1,20
B160649,02/17/2016,,,,,,3010 Pierce Street,94123,2,Marina,POINT (-122.43893652417043 37.79773340510935),100,14,4,6,13,17,9,1,13,57,1,,,,14
B152553,09/21/2015,,,,,,3589 18th Street,94110,8,Mission,POINT (-122.42356251000902 37.76153082832218),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B183247,11/30/2018,01/02/2020,50000.00,,,4,4204 Mission Street,94112,11,Outer Mission,POINT (-122.43034369949845 37.72985474865112),100,94,9,1,28,25,7,6,9,28861,1,,,,94
B183335,12/13/2018,,,,,,65 GUERRERO Street,94103,8,Mission,POINT (-122.42451625296266 37.77014994198577),100,27,1,5,20,19,2,5,8,28853,2,,,,27
B192840,10/10/2019,,,,,,3665 19th Street,94110,8,Mission,POINT (-122.4250074700936 37.75983545453173),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B181709,05/24/2018,,,,,,12 Brumiss Terrace,94112,11,Excelsior,POINT (-122.4518104860691 37.70846587965014),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B182775,10/04/2018,,,,,,1895 Lombard Street,94123,2,Marina,POINT (-122.43269582792145 37.800176486335026),100,15,4,6,13,17,9,1,13,57,1,,,,15
B152765,10/07/2015,,,,,,2678 21st Street,94110,9,Mission,POINT (-122.40829153660195 37.7577334935641),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B192344,09/11/2019,,,,,,2108 Broadway Street,94123,2,Pacific Heights,POINT (-122.43183319993554 37.79472100496426),89.04,102,4,6,30,27,9,1,13,29490,1,,,,102
B181609,05/18/2018,11/06/2018,20000.00,,,4,8 Navajo Avenue,94112,11,Outer Mission,POINT (-122.44319523903933 37.71954380297771),100,80,9,1,28,25,7,6,9,28861,2,,,,80
B170729,03/20/2017,,,,,,643 Webster Street,94117,5,Hayes Valley,POINT (-122.42978015894327 37.77660766218735),100,22,4,11,9,10,9,11,7,29492,1,,,,22
B151696,07/08/2015,,,,,,83 Walter Street,94114,8,Castro/Upper Market,POINT (-122.43227375479367 37.76785334696206),100,28,7,5,5,3,5,5,15,28862,1,,,,28
B182442,08/17/2018,12/04/2018,35000.00,,,1,1862 34th Avenue,94122,4,Sunset/Parkside,POINT (-122.49241055202101 37.75237181730588),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171856,07/19/2017,,,,,,52 Pond Street,94114,8,Castro/Upper Market,POINT (-122.43228094631094 37.76344757786844),100,38,3,5,5,3,4,5,15,28862,1,,,,38
B192064,08/19/2019,,,,,,1047 14th Street,94114,8,Castro/Upper Market,POINT (-122.43700613013584 37.76719326848756),100,113,7,5,5,3,5,5,15,28862,1,,,,113
B171015,04/17/2017,,,,,,420 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43299855338765 37.7622825493542),100,38,3,5,5,3,4,5,15,28862,1,,,,38
B191146,05/16/2019,,,,,,200 romain Street,94114,8,Twin Peaks,POINT (-122.44140873672553 37.75624370825605),100,47,7,5,38,38,5,5,2,28862,1,,,,47
B150992,04/21/2015,09/18/2015,6500.00,,,1,1683 42nd Avenue,94122,4,Sunset/Parkside,POINT (-122.50135447783175 37.75534957825878),100,39,10,7,35,35,8,3,1,56,1,,,,39
B171928,07/27/2017,09/20/2017,30000.00,,,1,279 Filbert Street,94133,3,North Beach,POINT (-122.40422207622404 37.80196050950684),100,18,6,3,23,23,1,10,3,308,1,,,,18
B190749,04/02/2019,,,,,,136 Foote Avenue,94112,11,Outer Mission,POINT (-122.4459180631743 37.713637232592596),100,66,9,1,28,25,7,6,9,28861,2,,,,66
B151295,05/21/2015,11/16/2015,70000.00,,true,5,2757 43rd Avenue,94116,4,Sunset/Parkside,POINT (-122.50105381574872 37.73568007906299),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B160282,02/02/2016,,,,,,4422 18th Street,94114,8,Castro/Upper Market,POINT (-122.43854215300216 37.760736216014394),100,115,3,5,5,3,4,5,15,28862,1,,,,115
B182158,07/19/2018,,,,,,3720 20th Street,94110,8,Mission,POINT (-122.4240124042781 37.75839371319368),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B171308,05/15/2017,,,,,,3099 Washington Street,94115,2,Pacific Heights,POINT (-122.4442530562239 37.79028364260326),100,102,8,6,30,27,6,1,13,29490,1,,,,102
B152844,10/14/2015,03/23/2016,67500.00,,,3,27 Talbert Street,94134,10,Visitacion Valley,POINT (-122.40601923715249 37.71133932902774),89.04,75,9,9,40,39,7,8,9,309,2,,,,75
B200218,01/29/2020,,,,,,1340 South Van Ness Avenue,94110,9,Mission,POINT (-122.41628237435035 37.751710864699774),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B190492,03/07/2019,,,,,,169 7th Avenue,94118,1,Inner Richmond,POINT (-122.46575531044742 37.785418285287705),100,4,8,4,11,11,6,2,11,54,1,,,,4
B180742,03/13/2018,,,,,,908 Stanyan Street,94117,5,Haight Ashbury,POINT (-122.45287180725984 37.76628834144806),100,29,7,11,3,9,5,11,15,29492,1,,,,29
B182837,10/10/2018,,,,,,4717 Mission Street,94112,11,Excelsior,POINT (-122.43616745545646 37.722786426651),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B151559,06/25/2015,08/14/2015,23000.00,,true,3,207 Gough Street,94102,5,Hayes Valley,POINT (-122.42269358793529 37.775085568982675),100,22,4,11,9,10,9,11,7,28852,1,,,1,22
B180060,01/10/2018,,,,,,363 Scott Street,94117,5,Haight Ashbury,POINT (-122.43576240804622 37.77299372181632),100,26,4,11,3,9,5,11,15,29492,1,,,,26
B190258,02/06/2019,,,,,,895 46th Avenue,94121,1,Outer Richmond,POINT (-122.50677691579409 37.77167171562772),100,8,8,4,29,26,6,2,11,55,1,,,,8
B151396,06/04/2015,,,,,,1236 willard Street,94117,5,Inner Sunset,POINT (-122.45446693174677 37.76582914307085),100,110,7,11,14,12,5,11,15,29492,1,,,,110
B182190,07/19/2018,,,,,,1637 Sacramento Street,94109,3,Nob Hill,POINT (-122.41984389628452 37.79157659180777),100,105,4,3,21,21,9,10,13,28858,1,,,,105
B163166,09/26/2016,,,,,,2117 Jones Street,94133,2,Russian Hill,POINT (-122.41606960815605 37.800763465029334),100,107,6,6,32,32,1,1,5,308,1,,,,107
B181417,05/04/2018,,,,,,701 Hampshire Street,94110,10,Potrero Hill,POINT (-122.40800462728583 37.76057129735241),100,53,3,9,20,19,4,8,10,28859,2,,,,53
B171224,05/08/2017,08/24/2018,87000.00,,,1,1342 Stevenson Street,94103,6,Mission,POINT (-122.42175839776893 37.77089632821779),100,32,1,10,20,19,2,9,8,28853,2,,,,32
B192176,08/27/2019,,,,,,690 Haight Street,94117,5,Haight Ashbury,POINT (-122.43358363534998 37.771769758247714),100,26,4,11,3,9,5,11,15,29492,1,,,,26
B190375,02/19/2019,,,,,,790 Edinburgh Street,94112,11,Excelsior,POINT (-122.43547811658516 37.71677009695628),100,90,9,1,7,5,7,6,9,28861,2,,,,90
B170256,02/09/2017,09/25/2017,10476.70,,true,1,435 Laidley Street,94131,8,Glen Park,POINT (-122.42994490454818 37.736585796130704),100,59,9,5,10,7,7,5,2,63,1,,,,59
B172285,09/01/2017,,,,,,1904 Folsom Street,94103,9,Mission,POINT (-122.4155338270844 37.76682695965098),100,53,3,2,20,19,4,7,8,28853,2,,,,53
B191524,06/28/2019,,,,,,422 Funston Avenue,94118,1,Inner Richmond,POINT (-122.47168659314204 37.7802242295259),100,5,8,4,11,11,6,2,11,54,1,,,,5
B161104,03/21/2016,,,,,,877 Shotwell Street,94110,9,Mission,POINT (-122.41530128009295 37.754428409270865),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B183242,11/28/2018,,,,,,1891 Page Street,94117,5,Haight Ashbury,POINT (-122.45188177656843 37.77028548755976),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B152899,10/21/2015,01/08/2016,61750.00,,,1,136 Noe Street,94114,8,Castro/Upper Market,POINT (-122.43343434875464 37.76687470312053),100,28,7,5,5,3,5,5,15,28862,1,,,,28
B182586,08/31/2018,11/09/2018,16800.00,,,1,714 Monterey Boulevard,94127,7,West of Twin Peaks,POINT (-122.45152468658192 37.731633660744535),100,95,9,8,41,40,7,4,9,59,1,,,,95
B161222,03/28/2016,,,,,,2407 Octavia Street,94109,2,Pacific Heights,POINT (-122.42825685038177 37.79426404393758),100,102,4,6,30,27,9,1,13,28858,1,,,,102
B183334,12/12/2018,03/06/2019,58323.18,,,1,2321 Scott Street,94115,2,Pacific Heights,POINT (-122.43943050985979 37.79116158029612),100,102,4,6,30,27,6,1,13,29490,1,,,,102
B182924,10/18/2018,,,,,,2999 Harrison Street,94110,9,Mission,POINT (-122.41154168305145 37.749493277989885),100,53,3,2,20,19,4,7,2,28859,1,,,,53
B161217,03/28/2016,,,,,,2174 CALIFORNIA Street,94115,2,Pacific Heights,POINT (-122.43014695393087 37.78943812476725),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B190795,04/15/2019,06/07/2019,25000.00,,true,2,3032 ulloa Street,94116,4,Sunset/Parkside,POINT (-122.48879541758839 37.740660298119195),100,40,10,7,35,35,8,3,1,29491,1,,,,40
B180341,01/31/2018,,,,,,1290 Grove Street,94117,5,Hayes Valley,POINT (-122.43783557704725 37.77600725848153),100,23,4,11,9,10,5,11,15,29492,1,,,,23
B173150,,09/25/2017,24278.06,,,2,702 Foerster Street,94127,7,West of Twin Peaks,POINT (-122.44882498973168 37.73390336455485),100,95,9,8,41,40,7,4,9,59,1,,,,95
B191190,05/29/2019,,,,,,2131 Pine Street,94115,5,Pacific Heights,POINT (-122.43088167296573 37.78825253571911),100,101,4,11,30,27,9,11,13,29490,1,,,,101
B150684,03/30/2015,,,,,,1049 Market Street,94103,6,South of Market,POINT (-122.4113097645496 37.78130957643507),100,32,5,10,34,34,2,9,14,28853,2,1,,1,32
B162057,06/15/2016,,,,,,523 Roosevelt Way,94114,8,Castro/Upper Market,POINT (-122.44407754450087 37.76292896877763),100,112,7,5,5,3,5,5,15,29492,1,,,,112
B170428,02/24/2017,,,,,,555 38th Avenue,94121,1,Outer Richmond,POINT (-122.4986683888599 37.77840258638807),100,8,8,4,29,26,6,2,11,55,1,,,,8
B181993,07/03/2018,,,,,,3227 Broderick Street,94123,2,Marina,POINT (-122.44465016086363 37.80002161227317),100,17,4,6,13,17,9,1,13,57,1,,,,17
B172351,09/13/2017,,,,,,900 Potrero Avenue,94110,9,Potrero Hill,POINT (-122.40689045881304 37.75776035785499),100,53,3,2,20,19,4,7,10,28859,2,,,,53
B172681,10/20/2017,,,,,,1339 16th Avenue,94122,5,Inner Sunset,POINT (-122.47394401836257 37.76297041677473),100,109,10,11,14,12,8,11,1,56,1,,,,109
B193314,12/18/2019,,,,,,50 Laguna Street,94102,8,Hayes Valley,POINT (-122.4251658986361 37.771305974934485),100,27,7,5,9,10,9,5,7,28852,1,,,,27
B173046,12/08/2017,,,,,,465 30th Street,94131,8,Glen Park,POINT (-122.43024146637977 37.741822941318816),100,59,9,5,10,7,7,5,2,63,1,,,,59
B182390,08/07/2018,04/29/2019,18316.20,,,1,1971 30th Avenue,94116,4,Sunset/Parkside,POINT (-122.48812226549308 37.75054810864114),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B180185,01/19/2018,,,,,,806 Guerrero Street,94110,8,Mission,POINT (-122.42360010336928 37.75825030265888),100,52,3,5,20,19,4,5,2,28859,1,,,,52
B182012,07/09/2018,,,,,,378 Mangels Avenue,94127,7,West of Twin Peaks,POINT (-122.44610867459005 37.7331392284978),100,95,9,8,41,40,7,4,9,59,1,,,,95
B171861,07/21/2017,,,,,,206 Holloway Avenue,94112,7,Oceanview/Merced/Ingleside,POINT (-122.4552292949394 37.72190823502177),100,64,10,8,24,24,8,4,9,28861,2,,,,64
B193048,11/14/2019,,,,,,1375 18th Avenue,94122,4,Inner Sunset,POINT (-122.4760402943047 37.7622334425854),100,109,10,7,14,12,8,3,1,56,1,,,,109
B150602,03/18/2015,07/10/2015,26300.00,,,4,1781 Haight Street,94117,5,Haight Ashbury,POINT (-122.45163379428658 37.769359241397225),100,25,7,11,3,9,5,11,15,29492,1,,,,25
B171316,05/15/2017,,,,,,3099 Washington Street,94115,2,Pacific Heights,POINT (-122.4442530562239 37.79028364260326),100,102,8,6,30,27,6,1,13,29490,1,,,,102
B151073,05/01/2015,,,,,,2 Ankeny Street,94134,10,Portola,POINT (-122.40351779271622 37.7183851961041),100,75,9,9,25,28,7,8,10,309,1,,,,75
B162194,06/28/2016,,,,,,445 O’Farrell Street,,,,,,,,,,,,,,,,,,,
B182057,07/12/2018,12/11/2018,91762.00,,,1,1163 South Van Ness Avenue,94110,9,Mission,POINT (-122.41641519937374 37.75457755448222),100,53,3,2,20,19,4,7,2,28859,2,,,,53
B170184,02/01/2017,04/17/2017,47484.00,,,4,1458 Hayes Street,94117,5,Hayes Valley,POINT (-122.44045450535945 37.774713835377945),100,24,7,11,9,10,5,11,15,29492,1,,,,24
B170843,03/28/2017,,,,,,120 Ellis Street,94102,3,Tenderloin,POINT (-122.40822013186153 37.78550718115183),100,19,5,3,36,36,10,10,14,28852,2,1,,,19
B192014,08/15/2019,,,,,,454 Utah Street,94110,10,Potrero Hill,POINT (-122.40644363890361 37.76383951462923),100,54,3,9,20,19,4,8,8,28859,2,,,,54
B172075,08/14/2017,,,,,,215 6th Avenue,94118,1,Inner Richmond,POINT (-122.46461728487972 37.784553085359285),100,5,8,4,11,11,6,2,11,54,1,,,,5
B182649,09/20/2018,11/09/2018,7000.00,,true,1,818 Green Street,94133,3,Russian Hill,POINT (-122.41264109676935 37.799112788059944),100,107,6,3,32,32,1,10,3,308,1,,,,107
B173036,,12/04/2017,60000.00,,,1,288 Randall Street,94131,8,Glen Park,POINT (-122.42956372716647 37.74065993895614),100,59,9,5,10,7,7,5,2,63,1,,,,59
B180249,01/29/2018,,,,,,3531 21st Street,94114,8,Noe Valley,POINT (-122.42634574111186 37.75653785462552),100,52,3,5,22,22,4,5,2,28862,1,,,,52
B190958,04/30/2019,,,,,,120 Rolph Street,94112,11,Excelsior,POINT (-122.43977014506854 37.7148895886805),100,58,9,1,7,5,7,6,9,28861,2,,,,58
B181500,05/08/2018,07/10/2018,193750.00,,,1,56 Mason Street,94102,6,Tenderloin,POINT (-122.40915591543965 37.78387638561761),100,19,5,10,36,36,10,9,14,28852,2,1,,1,19
B153503,12/30/2015,,,,,,524 Faxon Avenue,94112,7,Oceanview/Merced/Ingleside,POINT (-122.46017571783656 37.723939078159084),100,64,10,8,24,24,8,4,9,28861,2,,,,64
B193063,10/31/2019,10/31/2019,8500.00,,,1,105 Robinhood Drive,94127,7,West of Twin Peaks,POINT (-122.45696807811123 37.73689634450111),100,117,9,8,41,40,7,4,9,59,1,,,,117
B183235,11/28/2018,,,,,,646 Ellis Street,94109,6,Tenderloin,POINT (-122.41686662676514 37.78440757020144),100,20,5,10,36,36,10,9,7,28858,2,1,,,20
B181532,05/09/2018,,,,,,2297 Laguna Street,94109,2,Pacific Heights,POINT (-122.42952003054378 37.79216995357472),100,102,4,6,30,27,9,1,13,29490,1,,,,102
B152256,,08/13/2015,20000.00,,,2,1660 Florida Street,94110,9,Bernal Heights,POINT (-122.40917294057567 37.747089706768755),100,60,9,2,2,2,7,7,2,28859,1,,,,60
B151325,,05/27/2015,24500.00,,,4,2400 Pacheco Street,94116,4,Sunset/Parkside,POINT (-122.48590616171057 37.75014293190564),100,39,10,7,35,35,8,3,1,29491,1,,,,39
B150995,04/23/2015,,,,,,1 Dawson Place,94108,3,Nob Hill,POINT (-122.41114530194152 37.793444469589396),100,16,6,3,21,21,1,10,3,28857,1,,,,16
B161600,05/09/2016,,,,,,3660 20th Street,94110,8,Mission,POINT (-122.42263249219943 37.75847711207239),100,37,3,5,20,19,4,5,2,28859,1,,,,37
B152719,10/05/2015,,,,,,1955 McAllister Street,94117,5,Lone Mountain/USF,POINT (-122.4442251525949 37.77700183280084),100,97,7,11,18,16,5,11,15,29492,1,,,,97
B200083,01/07/2020,,,,,,223 Clayton Street,94117,5,Lone Mountain/USF,POINT (-122.4493634569498 37.77329347952461),100,24,7,11,18,16,5,11,15,29492,1,,,,24
B151904,07/21/2015,09/23/2015,27517.00,,,3,2776 Diamond Street,94131,8,Glen Park,POINT (-122.43381261806822 37.73493246093384),100,96,9,5,10,7,7,5,2,63,1,,,,96
B151968,07/24/2015,10/28/2015,48000.00,,,2,1397 12th Avenue,94122,5,Inner Sunset,POINT (-122.46948052769508 37.76212757637116),100,109,10,11,14,12,8,11,1,56,1,,,,109
B181938,06/26/2018,01/25/2019,75000.00,,,1,3640 26th Street,94110,8,Mission,POINT (-122.42183514195683 37.74887807783286),100,53,3,5,20,19,4,5,2,28859,1,,,,53
B200176,01/21/2020,,,,,,1217 2nd Avenue,94122,5,Inner Sunset,POINT (-122.45900550766487 37.76591794263389),100,109,7,11,14,12,5,11,15,56,1,,,,109
B173109,12/14/2017,,,,,,3933 Mission Street,94112,9,Bernal Heights,POINT (-122.42513590048794 37.73482100104347),100,93,9,2,2,2,7,7,2,28861,1,,,,93
B171987,08/03/2017,,,,,,1455 SHAFTER Avenue,94124,10,Bayview Hunters Point,POINT (-122.3880627911064 37.72946071300825),100,86,2,9,1,1,3,8,10,58,2,,,,86
B192979,11/07/2019,,,,,,1385 Vallejo Street,94109,3,Russian Hill,POINT (-122.42006810358644 37.797096490608446),100,107,6,3,32,32,1,10,5,28858,1,,,,107
B190254,02/05/2019,06/20/2019,77467.36,,,1,158 Alpine Terrace,94117,8,Castro/Upper Market,POINT (-122.43745267579057 37.76797966485345),100,112,7,5,5,3,5,5,15,29492,1,,,,112
B152993,10/28/2015,01/22/2016,50000.00,,,2,3219 Gough Street,94123,2,Marina,POINT (-122.4283303693326 37.802976679722775),100,17,4,6,13,17,9,1,13,57,1,,,,17
B192957,10/28/2019,,,,,,149 Rome Street,94112,11,Outer Mission,POINT (-122.44573702900344 37.71612372032274),100,80,9,1,28,25,7,6,9,28861,2,,,,80
B191656,07/12/2019,10/15/2019,4914.21,,,1,807 Ashbury Street,94117,5,Haight Ashbury,POINT (-122.4464206726761 37.76706803850989),100,114,7,11,3,9,5,11,15,29492,1,,,,114
B193173,12/02/2019,,,,,,249 Goettingen Street,94134,9,Portola,POINT (-122.40726367756268 37.72869356801922),100,91,2,2,25,28,3,7,10,309,2,,,,91
